,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.04,0.16,0.09,0.04,0.05,0.17,0.07,0.03,0.06,0.04,0.06
TEMP_0,0.09,0.02,0.03,0.08,0.08,0.02,0.04,0.02,0.04,0.03,0.02
PRES_1,0.19,0.11,0.12,0.42,0.21,0.12,0.16,0.07,0.14,0.11,0.1
PRES_0,0.01,0.03,0.03,,0.01,0.04,0.01,,0.01,0.01,0.01
DEWP_1,0.09,0.19,0.16,0.08,0.09,0.5,0.12,0.06,0.12,0.07,0.07
DEWP_0,0.04,0.01,0.01,0.05,0.08,0.01,0.02,0.01,0.01,0.02,0.01
WSPM_0,0.42,0.43,0.47,0.4,0.45,0.51,0.45,0.23,0.42,0.28,0.24
WSPM_1,,,,,,,,,,,
PM10_0,0.08,0.08,0.09,0.09,0.1,0.07,0.09,0.03,0.06,0.09,0.85
PM10_1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,,0.01
PM10_2,,,,,,,,,,,
