,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.03,0.88,1.26,0.93,1.08,0.79,1.87,0.96,1.25,2.56
TEMP_0,0.95,1.0,0.85,1.12,0.87,1.13,0.74,1.82,0.93,1.17,2.18
PRES_1,1.12,1.17,1.0,1.39,1.03,1.31,0.88,2.2,1.09,1.39,2.73
PRES_0,0.79,0.85,0.7,1.0,0.75,0.91,0.63,1.42,0.77,0.99,1.87
DEWP_1,1.08,1.14,0.96,1.34,1.0,1.23,0.85,1.97,1.04,1.35,2.52
DEWP_0,0.85,0.89,0.76,1.07,0.8,1.0,0.67,1.7,0.84,1.05,2.16
WSPM_0,1.26,1.35,1.14,1.54,1.16,1.5,1.0,2.4,1.24,1.55,2.9
WSPM_1,0.54,0.53,0.47,0.77,0.53,0.6,0.42,1.0,0.51,0.76,2.86
PM10_0,1.03,1.05,0.92,1.33,0.97,1.2,0.81,2.03,1.0,1.27,3.62
PM10_1,0.8,0.88,0.72,0.93,0.72,0.98,0.63,1.49,0.81,1.0,1.63
PM10_2,0.39,0.45,0.37,0.52,0.37,0.44,0.32,0.46,0.3,0.52,1.0
