,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.18,0.57,1.09,0.64,0.84,1.08,1.08,1.11,1.0,1.06,0.76
TEMP_0,0.61,1.34,0.79,1.16,1.15,0.61,1.13,1.04,1.04,1.01,0.83
PRES_0,1.1,0.74,1.15,0.39,0.84,1.05,1.08,1.07,0.97,1.06,0.81
PRES_1,0.75,1.27,0.45,1.43,1.19,0.59,1.13,1.1,1.1,1.0,0.75
DEWP_0,0.86,1.11,0.84,1.07,1.21,0.44,1.07,1.13,1.05,0.98,0.79
DEWP_1,1.16,0.68,1.15,0.53,0.49,1.32,1.14,1.02,0.97,1.13,0.8
WSPM_0,0.95,0.98,0.97,0.86,0.91,0.93,1.14,0.92,0.97,1.03,0.78
WSPM_1,1.08,0.87,1.01,0.91,1.08,0.9,1.01,1.36,1.12,1.06,0.82
PM10_0,0.98,0.97,0.94,0.96,1.03,0.86,1.09,1.19,1.26,0.79,0.45
PM10_1,1.04,0.92,1.03,0.81,0.93,0.99,1.13,1.02,0.81,1.3,0.71
PM10_2,1.14,1.13,1.24,0.88,1.06,1.17,1.31,0.95,0.37,1.13,2.19
