,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.24,0.64,2.43,0.74,1.77,0.38,12.86,0.88,2.43,37.57
TEMP_0,0.79,1.0,0.51,1.79,0.57,1.54,0.3,10.41,0.71,1.89,26.66
PRES_1,1.55,1.94,1.0,3.69,1.13,2.96,0.59,20.8,1.39,3.73,55.21
PRES_0,0.41,0.53,0.26,1.0,0.31,0.78,0.16,5.09,0.37,1.0,14.3
DEWP_1,1.36,1.73,0.88,3.24,1.0,2.54,0.52,17.03,1.2,3.3,46.55
DEWP_0,0.52,0.65,0.34,1.25,0.39,1.0,0.2,7.13,0.47,1.25,19.34
WSPM_0,2.58,3.32,1.68,6.04,1.89,5.0,1.0,33.75,2.33,6.16,86.76
WSPM_1,0.08,0.09,0.05,0.21,0.06,0.14,0.03,1.0,0.07,0.21,6.1
PM10_0,1.12,1.37,0.72,2.78,0.84,2.14,0.43,15.15,1.0,2.68,57.72
PM10_1,0.41,0.54,0.27,0.92,0.29,0.82,0.16,5.26,0.38,1.0,12.32
PM10_2,0.03,0.04,0.02,0.07,0.02,0.05,0.01,0.22,0.02,0.07,1.0
