,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.86,0.96,0.94,1.1,1.07,0.8,0.91,0.63,0.82,0.74,0.51
TEMP_0,1.31,0.77,1.34,0.81,0.96,1.45,1.03,0.73,0.96,0.89,0.58
PRES_0,0.86,0.88,0.89,1.29,1.02,0.79,0.89,0.62,0.8,0.72,0.46
PRES_1,1.34,0.81,1.7,0.73,1.0,1.69,1.07,0.75,0.99,0.95,0.7
DEWP_0,1.06,0.72,1.14,0.77,0.84,1.35,0.93,0.65,0.86,0.8,0.54
DEWP_1,0.96,1.15,1.02,1.37,1.43,0.79,1.0,0.69,0.89,0.8,0.53
WSPM_0,0.92,0.79,0.98,0.88,0.96,0.86,0.88,0.63,0.82,0.72,0.45
WSPM_1,1.15,0.95,1.26,1.01,1.1,1.2,1.08,0.74,0.95,0.94,0.76
PM10_0,1.05,0.85,1.15,0.92,1.0,1.05,0.97,0.67,0.81,0.88,1.05
PM10_1,1.03,0.92,1.08,1.02,1.11,0.96,1.01,0.71,1.01,0.78,0.46
PM10_2,1.66,1.41,1.81,1.66,1.8,1.69,1.63,1.14,1.65,1.34,0.5
