,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.22,0.94,0.45,0.99,0.17,0.75,0.38,0.7,0.43,0.4
TEMP_1,,,,,,,,,,,
PRES_1,0.75,0.13,0.7,0.55,0.75,0.16,0.57,0.29,0.52,0.33,0.31
PRES_0,,,,,,,,,,,
DEWP_0,0.99,0.19,0.94,0.44,0.99,0.19,0.75,0.38,0.7,0.42,0.39
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,0.04,0.28,0.11,0.3,0.04,0.22,0.13,0.22,0.11,0.09
WSPM_1,,,,,,,,,,,0.01
PM10_0,0.12,0.03,0.11,0.09,0.12,,0.09,0.04,0.07,0.06,0.15
PM10_1,0.01,,0.01,,0.01,,0.01,,0.01,,
PM10_2,,,,,,,,,,,
