,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.33,0.96,0.52,1.0,0.23,0.77,0.44,0.75,0.49,0.48
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.25,0.93,0.97,1.0,0.28,0.77,0.44,0.74,0.51,0.51
PRES_0,1.0,,1.39,0.07,1.0,0.07,0.75,0.46,0.91,0.35,0.28
DEWP_0,1.0,0.27,0.96,0.53,1.0,0.28,0.77,0.44,0.75,0.49,0.48
DEWP_1,1.0,,0.98,,1.0,,0.83,,,0.37,
WSPM_0,1.0,0.2,0.96,0.45,1.0,0.18,0.75,0.56,0.81,0.42,0.38
WSPM_1,1.0,,0.94,1.0,1.0,,0.86,0.28,0.61,0.96,1.82
PM10_0,1.0,0.26,0.94,0.93,1.0,,0.79,0.36,0.6,0.72,2.01
PM10_1,1.0,0.19,0.98,0.31,1.0,0.13,0.75,0.68,1.03,0.31,0.35
PM10_2,1.0,,0.96,0.36,1.0,0.06,0.77,0.67,1.8,0.44,0.12
