,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,2.51,0.99,1.3,1.0,1.77,0.94,0.86,0.96,0.89,1.09
TEMP_1,,,,,,,,,,,
PRES_1,0.95,2.13,0.93,1.58,0.95,1.88,0.89,0.82,0.91,0.85,1.06
PRES_0,0.14,,0.15,0.07,0.14,0.12,0.13,0.11,0.13,0.11,0.12
DEWP_0,1.0,2.32,0.99,1.3,1.0,1.89,0.94,0.86,0.96,0.89,1.09
DEWP_1,0.01,,0.01,,0.01,,0.01,,,0.01,
WSPM_0,0.8,1.58,0.79,0.93,0.8,1.06,0.74,0.74,0.79,0.65,0.75
WSPM_1,0.37,,0.36,0.76,0.37,,0.35,0.27,0.32,0.47,0.99
PM10_0,0.67,1.88,0.66,1.23,0.67,,0.63,0.55,0.59,0.67,1.43
PM10_1,0.4,0.63,0.39,0.37,0.4,0.49,0.37,0.4,0.43,0.3,0.34
PM10_2,0.19,,0.19,0.22,0.19,0.15,0.18,0.16,0.23,0.17,0.12
