,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,1961734634560.93,1.41,96081.26,1.01,80767699251.85,4.44,556.36,12.05,321.55,16332.56
TEMP_1,,,,,,,,,,,
PRES_1,1.0,2456414120849.72,1.43,59059.17,1.01,69658919631.25,4.43,567.35,12.24,312.72,15569.9
PRES_0,1.01,,1.15,590604.26,1.02,228232070011.32,4.56,402.82,9.55,442.66,26265.27
DEWP_0,1.0,2292577329093.18,1.41,95285.83,1.01,70791759866.1,4.44,557.18,12.07,321.44,16278.82
DEWP_1,1.01,,1.44,,1.02,3447505478592.0,4.56,,,425.3,
WSPM_0,1.0,2800673474991.26,1.41,96945.56,1.01,58521043592.65,4.53,475.96,11.52,346.62,17407.94
WSPM_1,1.01,,1.41,93188.57,1.02,,4.17,781.73,13.54,251.52,13219.42
PM10_0,1.0,2229415713615.58,1.42,75368.35,1.01,,4.36,702.01,14.28,246.41,7703.86
PM10_1,1.01,3360014337125.48,1.4,125555.18,1.01,74109146281.39,4.54,390.16,10.7,455.51,18019.8
PM10_2,1.0,,1.4,133109.55,1.01,142368829287.83,4.55,224.11,4.45,372.11,54748.54
