,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.28,0.47,0.28,0.63,0.37,0.37,0.27,0.38,0.34,0.35,1.3
TEMP_0,0.11,0.1,0.1,0.12,0.09,0.16,0.08,0.11,0.1,0.11,0.38
PRES_0,0.37,0.58,0.35,0.93,0.46,0.48,0.35,0.49,0.44,0.45,1.59
PRES_1,0.07,0.07,0.07,0.07,0.06,0.12,0.05,0.07,0.06,0.07,0.28
DEWP_0,0.27,0.29,0.26,0.36,0.24,0.46,0.22,0.31,0.28,0.29,1.09
DEWP_1,0.11,0.2,0.11,0.28,0.17,0.13,0.11,0.15,0.13,0.13,0.49
WSPM_0,0.4,0.53,0.38,0.68,0.44,0.52,0.35,0.5,0.45,0.45,1.54
WSPM_1,0.06,0.08,0.06,0.09,0.06,0.08,0.05,0.07,0.06,0.07,0.3
PM10_0,0.16,0.2,0.16,0.25,0.16,0.22,0.13,0.19,0.16,0.19,1.17
PM10_1,0.11,0.15,0.1,0.19,0.12,0.14,0.09,0.13,0.13,0.12,0.37
PM10_2,,,,,,,,,,,
