,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.35,0.2,1.28,0.57,1.28,0.56,1.0,0.99,1.02,1.02,0.73
TEMP_0,0.2,1.45,0.53,1.33,0.5,1.34,1.0,1.01,0.98,0.98,1.24
PRES_0,1.28,0.52,1.38,0.19,1.26,0.6,1.01,0.97,0.99,1.04,0.85
PRES_1,0.57,1.34,0.19,1.43,0.6,1.3,0.99,1.04,1.01,0.95,1.14
DEWP_1,1.28,0.5,1.26,0.6,1.38,0.17,1.05,0.81,0.99,1.05,0.82
DEWP_0,0.56,1.34,0.6,1.3,0.17,1.43,0.95,1.17,1.01,0.94,1.16
WSPM_0,1.0,1.0,1.01,0.99,1.04,0.95,1.08,0.62,0.97,1.04,1.07
WSPM_1,1.0,1.0,0.96,1.04,0.82,1.16,0.62,1.78,1.11,0.85,0.69
PM10_0,1.02,0.98,0.99,1.01,0.99,1.02,0.96,1.14,1.28,0.45,0.14
PM10_1,1.01,0.98,1.04,0.95,1.05,0.94,1.05,0.8,0.45,1.58,0.65
PM10_2,0.74,1.23,0.86,1.13,0.83,1.16,1.08,0.64,0.11,0.66,3.27
