,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.78,1.04,0.92,1.45,1.21,0.72,0.85,0.47,0.74,0.62,0.4
TEMP_0,1.77,0.64,1.82,0.73,0.95,2.35,1.06,0.6,0.96,0.86,0.49
PRES_0,0.79,0.89,0.82,1.95,1.12,0.7,0.82,0.46,0.72,0.59,0.35
PRES_1,1.83,0.72,2.92,0.6,1.01,3.06,1.13,0.63,1.0,0.95,0.65
DEWP_0,1.18,0.59,1.35,0.69,0.76,2.08,0.89,0.5,0.79,0.71,0.43
DEWP_1,0.93,1.44,1.04,2.15,2.1,0.67,1.0,0.55,0.87,0.71,0.45
WSPM_0,0.91,0.72,1.01,0.9,0.98,0.86,0.81,0.47,0.75,0.6,0.34
WSPM_1,1.3,0.97,1.51,1.18,1.23,1.45,1.15,0.6,0.95,0.92,0.72
PM10_0,1.13,0.82,1.32,0.96,1.04,1.19,0.96,0.52,0.71,0.85,1.24
PM10_1,1.09,0.93,1.2,1.18,1.26,1.03,1.02,0.58,1.06,0.67,0.38
PM10_2,2.41,1.84,2.68,2.67,2.73,2.54,2.25,1.36,3.38,1.65,0.32
