,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.83,1.27,1.14,0.75,0.93,1.33,1.1,0.46,0.91,0.73,0.69
TEMP_0,1.29,0.8,1.0,1.22,1.37,0.79,1.15,0.51,1.0,0.75,0.51
PRES_1,0.98,0.79,0.89,1.15,1.09,0.78,1.04,0.47,0.88,0.69,0.53
PRES_0,0.96,1.58,1.59,0.73,1.06,1.71,1.25,0.49,1.04,0.81,0.67
DEWP_1,0.82,1.09,1.07,0.73,0.87,1.41,1.05,0.45,0.9,0.68,0.53
DEWP_0,1.38,0.85,1.05,1.43,1.88,0.76,1.23,0.52,1.01,0.84,0.66
WSPM_0,0.82,0.84,0.91,0.74,0.89,0.87,0.95,0.42,0.82,0.6,0.45
WSPM_1,1.55,1.23,1.48,1.61,1.99,1.13,1.65,0.59,1.26,1.48,3.04
PM10_0,0.95,0.92,1.03,0.94,1.11,0.88,1.09,0.44,0.84,0.78,1.46
PM10_1,1.08,1.14,1.21,0.9,1.12,1.29,1.26,0.59,1.19,0.74,0.48
PM10_2,1.73,1.46,1.73,1.55,1.86,1.5,1.89,0.73,1.88,1.2,0.5
