,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.04,0.97,0.26,1.0,0.05,0.86,0.51,0.76,0.54,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.04,1.0,0.27,1.03,0.06,0.89,0.53,0.79,0.56,0.35
PRES_0,3.79,,3.66,1.0,3.79,0.18,3.28,1.68,2.79,2.11,1.27
DEWP_0,1.0,0.04,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
DEWP_1,18.48,,17.84,,18.46,1.0,16.8,,12.15,10.63,
WSPM_0,1.16,0.04,1.12,0.28,1.16,0.05,1.0,0.59,0.9,0.61,0.36
WSPM_1,1.96,,1.89,0.68,1.95,,1.67,1.0,1.47,1.21,1.13
PM10_0,1.31,0.05,1.26,0.39,1.31,0.17,1.12,0.69,1.0,0.7,0.53
PM10_1,1.85,0.06,1.79,0.43,1.84,0.08,1.59,0.95,1.49,1.0,0.53
PM10_2,2.99,,2.87,0.82,2.99,0.1,2.59,1.07,1.86,1.65,1.0
