,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.17,0.27,1.07,0.56,0.77,1.01,0.9,0.88,0.86,0.88,0.57
TEMP_0,0.3,1.34,0.74,1.13,1.13,0.59,1.04,0.73,0.93,0.84,0.65
PRES_0,1.05,0.63,1.15,0.18,0.78,0.99,0.94,0.82,0.83,0.88,0.63
PRES_1,0.65,1.19,0.22,1.43,1.17,0.53,0.99,0.84,1.0,0.82,0.55
DEWP_0,0.79,1.02,0.81,1.01,1.2,0.23,0.9,0.9,0.95,0.8,0.57
DEWP_1,1.11,0.58,1.12,0.48,0.25,1.31,1.03,0.72,0.81,0.95,0.65
WSPM_0,0.87,0.9,0.94,0.81,0.86,0.91,1.08,0.51,0.84,0.88,0.63
WSPM_1,1.05,0.74,0.99,0.85,1.03,0.79,0.62,1.25,0.99,0.83,0.53
PM10_0,0.92,0.88,0.91,0.91,0.99,0.79,0.91,0.91,1.22,0.43,
PM10_1,0.97,0.83,1.01,0.76,0.87,0.96,1.01,0.77,0.44,1.24,0.42
PM10_2,1.05,1.01,1.17,0.81,0.98,1.08,1.19,0.76,,0.66,2.1
