,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.23,0.96,1.3,1.04,1.17,0.96,1.33,1.11,1.19,2.63
TEMP_0,0.8,1.0,0.77,1.09,0.84,0.91,0.78,1.07,0.92,0.97,2.18
PRES_0,1.04,1.29,1.0,1.39,1.09,1.22,1.0,1.38,1.16,1.24,2.65
PRES_1,0.74,0.92,0.7,1.0,0.78,0.88,0.72,0.99,0.86,0.91,2.2
DEWP_0,0.96,1.18,0.91,1.28,1.0,1.1,0.92,1.28,1.1,1.15,2.69
DEWP_1,0.85,1.06,0.82,1.12,0.89,1.0,0.82,1.13,0.94,1.01,2.11
WSPM_0,1.03,1.29,0.98,1.41,1.09,1.19,1.0,1.38,1.18,1.23,2.57
WSPM_1,0.76,0.93,0.74,0.96,0.78,0.92,0.72,1.0,0.84,0.92,2.37
PM10_0,0.89,1.09,0.86,1.18,0.92,1.06,0.85,1.19,1.0,1.06,3.18
PM10_1,0.83,1.04,0.78,1.11,0.87,0.95,0.81,1.12,0.98,1.0,1.89
PM10_2,0.38,0.47,0.38,0.5,0.41,0.46,0.36,0.46,0.31,0.45,1.0
