,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.98,0.64,1.0,0.37,0.89,0.68,0.88,0.72,0.66
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.36,0.98,1.04,1.02,0.44,0.91,0.69,0.88,0.76,0.7
PRES_0,2.22,,3.16,0.47,2.24,,1.96,1.67,2.44,1.26,1.05
DEWP_0,1.0,0.36,0.98,0.64,1.0,0.44,0.89,0.68,0.88,0.72,0.66
DEWP_1,5.75,,5.22,,6.26,0.21,5.22,,,3.69,
WSPM_0,1.09,0.34,1.07,0.64,1.09,0.34,0.92,0.95,1.03,0.71,0.64
WSPM_1,1.5,,1.45,1.33,1.49,,1.6,0.71,1.11,1.81,2.14
PM10_0,1.17,0.32,1.13,1.04,1.17,,1.07,0.69,0.87,1.22,3.03
PM10_1,1.45,,1.44,0.69,1.45,0.34,1.24,1.38,1.8,0.73,0.87
PM10_2,1.93,,1.91,0.98,1.93,0.34,1.67,1.77,3.48,1.42,0.55
