,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,2.5,1.04,1.79,1.0,3.8,1.27,2.11,1.3,1.9,1.93
TEMP_1,,,,,,,,,,,
PRES_1,1.0,3.49,1.07,0.91,1.0,3.28,1.27,2.16,1.33,1.82,1.82
PRES_0,1.0,,0.66,13.58,1.0,10.62,1.34,1.42,0.88,2.97,3.41
DEWP_0,1.0,3.26,1.04,1.77,1.0,3.06,1.27,2.11,1.3,1.9,1.92
DEWP_1,1.0,,1.02,,1.0,252.0,1.35,,,2.35,
WSPM_0,1.0,4.23,1.04,1.85,1.0,3.64,1.34,1.6,1.2,2.14,2.15
WSPM_1,1.0,,1.05,1.63,1.0,,1.1,3.52,1.57,1.23,1.31
PM10_0,1.0,3.41,1.06,1.19,1.0,,1.23,2.78,1.67,1.21,0.61
PM10_1,1.0,,1.02,2.62,1.0,4.69,1.34,1.26,0.95,3.2,2.05
PM10_2,1.0,,1.01,2.87,1.0,10.41,1.34,0.79,0.3,2.17,8.25
