,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.52,0.23,0.69,1.28,1.25,0.3,1.07,1.16,1.04,1.04,0.53
TEMP_0,0.25,1.65,1.23,0.32,0.52,1.39,1.04,1.06,0.95,1.0,0.9
PRES_1,0.68,1.21,1.32,0.19,0.71,1.12,1.04,1.15,1.03,0.96,0.71
PRES_0,1.37,0.31,0.21,2.05,1.29,0.21,1.09,1.03,0.94,1.14,0.68
DEWP_1,1.25,0.53,0.74,1.18,1.39,0.12,1.11,0.76,0.9,1.2,0.74
DEWP_0,0.38,1.5,1.27,0.26,0.14,1.93,0.98,1.68,1.17,0.73,0.63
WSPM_0,0.93,0.89,0.93,0.85,0.97,0.71,1.11,0.77,0.94,1.1,0.79
WSPM_1,0.87,0.96,1.03,0.71,0.57,1.36,0.78,3.12,1.35,0.55,0.21
PM10_0,0.93,0.87,0.98,0.74,0.8,0.98,1.02,1.66,1.45,0.47,0.08
PM10_1,0.95,0.89,0.88,0.95,1.08,0.56,1.11,0.47,0.52,1.97,0.64
PM10_2,0.72,1.15,0.96,0.92,0.92,0.73,1.11,0.13,0.03,0.94,4.93
