,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.38,6.12,0.47,1.32,0.85,0.44,0.67,0.51,0.63,0.57,0.64
TEMP_0,4.02,0.17,0.7,0.22,0.28,0.89,0.35,0.55,0.38,0.43,0.37
PRES_0,0.51,1.14,0.44,12.93,0.9,0.49,0.66,0.65,0.73,0.6,0.58
PRES_1,0.74,0.19,6.72,0.12,0.23,1.02,0.34,0.35,0.29,0.41,0.47
DEWP_0,0.79,0.39,0.77,0.37,0.32,7.62,0.62,0.47,0.49,0.65,0.65
DEWP_1,0.32,0.99,0.33,1.28,6.01,0.2,0.39,0.57,0.54,0.37,0.38
WSPM_0,0.72,0.58,0.66,0.65,0.73,0.58,0.5,1.67,0.73,0.61,0.56
WSPM_1,0.29,0.46,0.34,0.35,0.29,0.45,0.87,0.16,0.29,0.4,0.51
PM10_0,0.5,0.45,0.53,0.4,0.42,0.59,0.52,0.41,0.26,2.03,
PM10_1,0.4,0.46,0.39,0.5,0.49,0.36,0.4,0.49,1.79,0.21,0.95
PM10_2,0.09,0.08,0.08,0.11,0.1,0.08,0.07,0.12,,0.19,0.01
