,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.85,1.31,1.19,0.77,0.96,1.36,1.15,0.46,0.94,0.74,0.68
TEMP_0,1.35,0.83,1.04,1.25,1.43,0.82,1.21,0.51,1.04,0.77,0.51
PRES_1,1.0,0.8,0.91,1.15,1.11,0.79,1.07,0.46,0.9,0.69,0.52
PRES_0,1.03,1.68,1.7,0.77,1.14,1.8,1.35,0.51,1.11,0.85,0.68
DEWP_1,0.84,1.11,1.1,0.74,0.89,1.42,1.08,0.44,0.92,0.68,0.52
DEWP_0,1.46,0.9,1.12,1.5,1.99,0.79,1.31,0.53,1.07,0.87,0.67
WSPM_0,0.82,0.84,0.92,0.73,0.89,0.86,0.96,0.41,0.82,0.59,0.43
WSPM_1,1.77,1.39,1.69,1.82,2.27,1.27,1.89,0.64,1.44,1.66,3.31
PM10_0,0.98,0.94,1.06,0.96,1.14,0.89,1.13,0.44,0.87,0.8,1.43
PM10_1,1.15,1.21,1.3,0.95,1.2,1.36,1.36,0.61,1.27,0.78,0.49
PM10_2,2.04,1.72,2.06,1.81,2.2,1.75,2.25,0.83,2.22,1.4,0.56
