,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.61,0.78,0.64,0.94,0.77,0.63,0.62,0.54,0.62,0.58,0.7
TEMP_0,0.6,0.4,0.59,0.45,0.45,0.73,0.45,0.4,0.47,0.46,0.52
PRES_0,0.66,0.78,0.66,1.2,0.81,0.67,0.66,0.58,0.67,0.62,0.7
PRES_1,0.52,0.37,0.64,0.35,0.4,0.74,0.4,0.36,0.42,0.42,0.54
DEWP_0,0.69,0.54,0.72,0.61,0.56,0.98,0.59,0.52,0.6,0.58,0.7
DEWP_1,0.48,0.67,0.5,0.84,0.74,0.44,0.49,0.43,0.49,0.46,0.52
WSPM_0,0.71,0.7,0.73,0.82,0.75,0.74,0.66,0.59,0.68,0.62,0.68
WSPM_1,0.45,0.43,0.47,0.48,0.44,0.52,0.41,0.35,0.4,0.41,0.58
PM10_0,0.58,0.54,0.61,0.61,0.56,0.64,0.52,0.45,0.48,0.54,1.14
PM10_1,0.5,0.52,0.51,0.6,0.55,0.52,0.48,0.42,0.53,0.43,0.44
PM10_2,0.15,0.15,0.16,0.18,0.17,0.17,0.14,0.13,0.16,0.14,0.09
