,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.24,0.97,0.51,1.0,0.23,0.84,0.54,0.8,0.58,0.51
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.22,0.98,0.67,1.02,0.26,0.86,0.56,0.81,0.6,0.53
PRES_0,2.22,,2.38,0.46,2.22,0.26,1.87,1.09,1.8,1.16,0.91
DEWP_0,1.0,0.22,0.97,0.51,1.0,0.25,0.84,0.54,0.8,0.58,0.51
DEWP_1,5.75,,5.74,,5.75,0.2,5.22,,,3.19,
WSPM_0,1.1,0.21,1.06,0.5,1.09,0.19,0.92,0.64,0.9,0.58,0.48
WSPM_1,1.5,,1.44,1.21,1.49,,1.29,0.68,1.09,1.25,1.88
PM10_0,1.18,0.32,1.13,0.84,1.17,,0.99,0.6,0.86,0.77,1.16
PM10_1,1.45,0.22,1.4,0.54,1.44,0.23,1.21,0.92,1.31,0.71,0.57
PM10_2,1.93,,1.86,0.89,1.93,0.19,1.64,0.97,1.89,1.08,0.53
