,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.23,0.96,1.34,1.04,1.17,0.96,1.32,1.12,1.19,2.62
TEMP_0,0.81,1.0,0.78,1.07,0.84,0.95,0.77,1.09,0.91,0.96,2.18
PRES_0,1.05,1.28,1.0,1.39,1.08,1.22,1.0,1.39,1.17,1.24,2.75
PRES_1,0.75,0.93,0.71,1.0,0.78,0.89,0.73,0.99,0.85,0.9,2.03
DEWP_0,0.96,1.19,0.92,1.28,1.0,1.11,0.92,1.28,1.08,1.15,2.58
DEWP_1,0.85,1.06,0.82,1.12,0.89,1.0,0.82,1.13,0.96,1.02,2.24
WSPM_0,1.04,1.29,1.0,1.38,1.09,1.22,1.0,1.38,1.18,1.24,2.74
WSPM_1,0.76,0.92,0.72,1.0,0.78,0.89,0.72,1.0,0.84,0.9,2.05
PM10_0,0.89,1.1,0.85,1.18,0.92,1.04,0.85,1.19,1.0,1.06,
PM10_1,0.84,1.04,0.81,1.11,0.87,0.98,0.81,1.11,0.94,1.0,2.25
PM10_2,0.38,0.46,0.36,0.49,0.39,0.45,0.36,0.49,,0.45,1.0
