,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.45,0.53,0.82,1.42,1.28,0.36,1.09,2.1,1.21,1.45,0.82
TEMP_0,0.66,1.57,1.25,0.49,0.62,1.48,1.09,2.02,1.17,1.44,1.21
PRES_1,0.93,1.3,1.28,0.53,0.82,1.18,1.09,2.09,1.2,1.43,1.07
PRES_0,1.35,0.48,0.52,1.86,1.26,0.32,1.09,2.01,1.18,1.47,0.85
DEWP_1,1.35,0.71,0.87,1.3,1.32,0.34,1.09,1.83,1.13,1.54,0.95
DEWP_0,0.64,1.52,1.26,0.47,0.39,1.77,1.09,2.44,1.3,1.3,1.07
WSPM_0,1.1,1.0,1.01,0.98,1.0,0.81,1.1,1.92,1.17,1.49,1.02
WSPM_1,0.97,1.12,1.09,1.02,0.78,1.29,1.07,2.93,1.35,1.18,0.88
PM10_0,1.07,0.95,1.02,0.95,0.93,1.01,1.09,2.58,1.4,1.16,0.46
PM10_1,1.14,1.03,1.0,1.02,1.05,0.71,1.1,1.59,1.07,1.86,1.1
PM10_2,0.88,1.41,1.11,1.03,0.89,0.81,1.1,0.54,0.36,1.69,4.06
