,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.13,1.0,0.22,1.02,1.09,1.01,0.96,0.45
PRES_0,1.0,1.0,0.11,1.0,0.22,1.02,1.09,1.01,0.96,0.45
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.13,1.0,0.19,1.02,1.09,1.01,0.96,0.45
DEWP_0,1.8,1.8,,1.8,3.32,1.83,2.18,1.89,1.99,1.88
WSPM_0,1.02,1.02,0.16,1.02,0.2,1.04,1.09,1.03,0.97,0.45
WSPM_1,1.27,1.27,,1.28,0.45,1.3,1.52,1.28,1.3,0.67
PM10_0,1.05,1.05,0.17,1.05,0.28,1.07,1.18,1.1,0.91,0.4
PM10_1,1.16,1.16,,1.16,0.14,1.19,1.18,1.11,1.33,0.64
PM10_2,1.81,1.81,,1.81,,1.84,1.83,1.66,2.12,2.71
