,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.88,1.25,1.14,2.84,1.52,1.22,1.03,7.6,1.62,2.87,7.89
TEMP_0,1.23,2.13,1.38,1.56,1.03,2.54,1.01,7.35,1.57,2.76,8.86
PRES_1,1.6,2.09,1.52,1.82,1.28,2.44,1.1,8.22,1.72,3.01,9.35
PRES_0,1.62,1.09,0.81,2.88,1.36,1.07,0.93,6.49,1.43,2.57,6.91
DEWP_1,1.88,1.53,1.23,2.79,1.61,1.27,1.08,7.29,1.62,3.06,8.47
DEWP_0,1.14,1.98,1.32,1.5,0.78,2.61,0.95,7.8,1.57,2.48,8.31
WSPM_0,1.83,1.97,1.44,2.6,1.51,2.17,1.17,8.23,1.8,3.24,9.39
WSPM_1,1.13,1.31,0.96,1.87,0.9,1.73,0.74,6.58,1.24,2.01,8.66
PM10_0,1.64,1.7,1.3,2.38,1.33,2.16,1.05,8.78,1.77,2.58,7.08
PM10_1,1.49,1.62,1.14,2.06,1.22,1.64,0.93,5.9,1.39,2.91,7.32
PM10_2,0.92,1.35,0.86,1.56,0.81,1.17,0.67,1.91,0.49,2.0,11.01
