,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.62,2.2,0.75,1.75,1.22,0.65,0.78,0.53,0.77,0.65,0.6
TEMP_0,2.37,0.42,1.55,0.51,0.66,1.96,0.73,0.69,0.76,0.77,0.57
PRES_0,0.71,1.22,0.67,4.5,1.18,0.66,0.76,0.59,0.8,0.63,0.52
PRES_1,1.59,0.5,4.5,0.35,0.63,2.55,0.75,0.56,0.69,0.83,0.77
DEWP_0,1.17,0.59,1.23,0.61,0.57,3.62,0.79,0.54,0.71,0.77,0.64
DEWP_1,0.67,1.6,0.72,2.27,3.64,0.45,0.72,0.64,0.84,0.6,0.53
WSPM_0,0.91,0.75,0.94,0.89,0.98,0.8,0.68,0.78,0.83,0.65,0.51
WSPM_1,0.82,0.98,0.95,0.89,0.8,1.11,0.95,0.39,0.66,0.77,0.83
PM10_0,0.92,0.79,1.04,0.78,0.82,1.05,0.78,0.52,0.5,1.22,3.62
PM10_1,0.83,0.87,0.87,1.03,1.02,0.77,0.73,0.63,1.34,0.46,0.61
PM10_2,0.93,0.73,0.85,1.09,0.99,0.81,0.72,0.76,2.9,0.76,0.1
