,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,263.63,1.08,10.2,1.0,165.28,1.43,4.11,1.72,3.58,7.5
TEMP_1,,,,,,,,,,,
PRES_1,0.98,300.01,1.07,7.37,0.98,152.09,1.4,4.1,1.72,3.45,7.15
PRES_0,0.51,,0.46,14.0,0.52,138.06,0.75,1.6,0.71,2.3,5.12
DEWP_0,1.0,294.87,1.08,10.14,1.0,150.57,1.43,4.11,1.73,3.58,7.48
DEWP_1,0.23,,0.26,,0.23,293.57,0.35,,,0.87,
WSPM_0,0.93,309.88,1.0,9.23,0.93,129.69,1.35,3.39,1.55,3.46,7.06
WSPM_1,0.72,,0.77,8.21,0.72,,0.96,3.69,1.33,2.28,5.79
PM10_0,0.88,238.82,0.95,7.89,0.88,,1.23,4.15,1.69,2.58,4.4
PM10_1,0.74,284.69,0.79,8.5,0.74,118.03,1.07,2.39,1.14,3.33,5.37
PM10_2,0.58,,0.62,7.54,0.58,130.11,0.84,1.27,0.49,2.24,8.65
