,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.73,1.81,1.36,0.65,0.89,2.19,1.17,0.29,0.88,0.62,0.7
TEMP_0,1.75,0.69,1.0,1.78,1.92,0.7,1.26,0.35,1.02,0.65,0.41
PRES_1,1.04,0.69,0.82,1.55,1.25,0.71,1.06,0.29,0.83,0.56,0.44
PRES_0,0.96,2.61,2.55,0.59,1.12,3.3,1.46,0.34,1.11,0.73,0.68
DEWP_1,0.73,1.32,1.2,0.63,0.79,2.37,1.09,0.3,0.87,0.54,0.46
DEWP_0,1.96,0.77,1.09,2.29,3.48,0.63,1.41,0.34,1.02,0.79,0.62
WSPM_0,0.76,0.81,0.9,0.69,0.87,0.9,0.93,0.26,0.74,0.45,0.35
WSPM_1,2.2,1.54,1.98,2.28,3.29,1.3,2.31,0.41,1.5,1.93,5.58
PM10_0,0.97,0.96,1.09,0.99,1.24,0.89,1.15,0.26,0.76,0.73,2.27
PM10_1,1.18,1.31,1.44,0.96,1.27,1.74,1.47,0.47,1.38,0.6,0.41
PM10_2,2.76,1.88,2.57,2.26,3.03,2.34,2.88,1.03,4.16,1.37,0.31
