,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.03,0.41,1.0,0.91,1.0,1.01,1.02,0.97,0.97
PRES_0,1.0,,0.41,3.49,1.0,,1.06,0.82,0.68,1.34,1.33
DEWP_0,1.0,,1.0,0.99,1.0,,1.0,1.0,1.0,1.0,1.0
DEWP_1,1.0,,0.84,,,15.3,1.07,,,,
WSPM_0,1.0,,1.0,1.06,1.0,1.07,1.11,0.57,0.92,1.11,1.11
WSPM_1,1.0,,1.01,0.82,1.0,,0.57,1.71,1.2,0.6,0.59
PM10_0,1.0,,1.02,0.71,1.0,,0.9,1.23,1.27,0.43,
PM10_1,1.0,,0.97,1.3,1.0,,1.12,0.53,0.43,1.7,0.63
PM10_2,1.0,,0.97,1.36,1.0,,1.13,0.46,,0.64,2.79
