,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.99,0.44,1.0,0.17,0.97,0.78,0.89,0.77,0.53
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.12,1.02,0.28,1.01,0.16,0.98,0.79,0.91,0.76,0.52
PRES_0,1.4,,0.95,1.87,1.4,,1.42,0.86,0.93,1.39,0.96
DEWP_0,1.0,0.11,0.99,0.44,1.0,0.14,0.97,0.78,0.89,0.77,0.53
DEWP_1,2.07,,1.6,,1.9,3.56,2.21,,,1.96,
WSPM_0,1.04,0.13,1.02,0.47,1.04,0.17,1.07,0.63,0.87,0.85,0.59
WSPM_1,1.18,,1.17,0.51,1.18,,0.95,1.32,1.2,0.72,0.53
PM10_0,1.07,0.14,1.07,0.37,1.07,,0.99,1.0,1.13,0.57,0.27
PM10_1,1.17,,1.13,0.64,1.17,0.19,1.21,0.59,0.77,1.29,0.57
PM10_2,1.31,,1.26,0.79,1.31,0.39,1.36,0.5,0.3,1.0,1.63
