,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,2.75,3.42,2.18,2.78,2.07,4.21,2.31,8.34,3.8,5.07,43.26
TEMP_0,1.52,6.23,1.37,6.72,2.97,1.55,2.28,7.9,3.68,4.68,45.05
PRES_0,2.62,3.81,2.31,2.31,2.14,4.07,2.31,8.25,3.72,5.08,43.73
PRES_1,1.57,5.92,1.0,8.24,2.99,1.4,2.27,8.0,3.81,4.61,44.44
DEWP_0,1.92,5.74,1.56,5.9,3.14,1.6,2.29,8.04,3.76,4.71,47.9
DEWP_1,2.69,3.01,2.24,2.37,1.52,5.13,2.32,8.32,3.74,5.19,38.96
WSPM_0,2.25,4.56,1.85,4.5,2.36,3.18,2.31,8.06,3.69,4.96,42.31
WSPM_1,2.28,4.49,1.89,4.06,2.57,3.1,2.28,8.37,3.87,4.84,47.17
PM10_0,2.17,4.55,1.78,4.56,2.5,3.02,2.28,8.33,4.3,4.37,32.79
PM10_1,2.34,4.43,1.88,4.13,2.34,3.25,2.31,8.18,3.59,5.47,39.88
PM10_2,2.36,4.95,2.16,4.29,2.55,3.31,2.31,7.2,1.52,5.2,123.92
