,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.54,3.31,1.28,0.56,0.69,2.45,0.89,0.49,0.81,0.69,0.92
TEMP_0,3.38,0.48,0.71,2.3,1.67,0.54,0.92,0.52,0.88,0.73,0.53
PRES_1,1.21,0.66,0.67,3.81,1.22,0.67,0.91,0.48,0.82,0.76,0.7
PRES_0,0.6,2.39,3.93,0.35,0.67,3.48,0.88,0.55,0.89,0.63,0.66
DEWP_1,0.66,1.51,1.18,0.61,0.62,6.07,0.87,0.68,0.93,0.6,0.64
DEWP_0,2.14,0.53,0.69,2.79,6.31,0.39,0.96,0.35,0.73,0.98,0.76
WSPM_0,0.89,0.89,0.95,0.84,0.88,1.05,0.86,0.73,0.91,0.64,0.59
WSPM_1,0.95,0.85,0.86,1.1,1.76,0.53,1.23,0.18,0.59,1.8,5.14
PM10_0,0.88,0.91,0.9,0.98,1.09,0.76,0.93,0.36,0.58,1.51,25.43
PM10_1,0.88,0.91,1.0,0.75,0.79,1.38,0.87,0.91,1.74,0.37,0.64
PM10_2,1.16,0.69,0.9,0.84,0.93,1.0,0.86,1.89,5.76,0.83,0.1
