,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.74,0.91,0.86,1.24,1.07,0.66,0.81,0.43,0.67,0.56,0.32
TEMP_0,1.5,0.58,1.55,0.64,0.85,1.96,0.96,0.52,0.84,0.74,0.38
PRES_0,0.75,0.8,0.78,1.51,1.0,0.66,0.79,0.42,0.65,0.54,0.29
PRES_1,1.55,0.63,2.18,0.54,0.9,2.41,1.01,0.55,0.87,0.79,0.48
DEWP_0,1.06,0.55,1.19,0.62,0.71,1.69,0.83,0.45,0.72,0.63,0.34
DEWP_1,0.86,1.18,0.96,1.72,1.65,0.62,0.92,0.49,0.75,0.63,0.36
WSPM_0,0.85,0.65,0.95,0.8,0.9,0.8,0.78,0.43,0.67,0.55,0.28
WSPM_1,1.13,0.86,1.28,1.01,1.06,1.23,1.02,0.53,0.82,0.78,0.53
PM10_0,1.03,0.73,1.16,0.85,0.94,1.05,0.89,0.47,0.65,0.72,0.86
PM10_1,0.98,0.82,1.08,1.0,1.1,0.91,0.93,0.51,0.88,0.61,0.29
PM10_2,1.87,1.37,2.05,1.85,1.99,1.92,1.76,1.0,2.17,1.21,0.25
