,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,12.28,18.24,7.17,42.58,8.46,41.45,6.95,135.06,25.06,47.49,30069.53
TEMP_0,3.14,95.18,3.54,135.91,15.26,12.97,7.28,108.82,25.29,40.34,33204.21
PRES_0,10.75,31.48,8.13,16.01,8.69,40.13,7.1,124.94,23.79,48.01,34302.2
PRES_1,4.63,81.93,1.15,201.05,15.88,11.05,7.05,124.03,27.75,38.24,25629.56
DEWP_0,6.47,67.79,4.3,119.27,17.72,7.15,6.77,136.71,27.17,39.61,30490.36
DEWP_1,11.42,24.7,7.55,29.27,2.81,59.41,7.48,109.21,22.58,51.07,32370.24
WSPM_0,8.22,53.77,5.76,79.25,10.27,32.28,7.85,92.7,23.3,45.94,32903.29
WSPM_1,9.46,39.42,5.66,80.59,12.88,25.98,5.61,185.8,28.7,42.18,28276.04
PM10_0,8.27,51.07,5.16,93.76,12.41,25.63,6.83,145.52,38.17,25.2,7965.75
PM10_1,9.09,45.48,6.16,67.25,9.99,33.91,7.26,110.05,14.93,67.49,26381.64
PM10_2,8.47,53.87,6.73,63.03,10.26,35.46,7.6,79.88,3.45,40.11,183712.76
