,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.81,1.43,1.18,0.77,0.91,1.48,1.06,0.56,0.92,0.77,0.8
TEMP_0,1.45,0.77,0.96,1.36,1.41,0.79,1.1,0.58,1.0,0.83,0.6
PRES_1,1.03,0.8,0.87,1.45,1.12,0.8,1.01,0.54,0.9,0.77,0.65
PRES_0,0.92,1.6,1.81,0.69,1.0,1.88,1.17,0.6,1.05,0.83,0.72
DEWP_1,0.83,1.17,1.11,0.76,0.85,1.76,1.02,0.57,0.94,0.72,0.63
DEWP_0,1.48,0.82,0.99,1.68,2.18,0.72,1.16,0.57,0.98,0.93,0.77
WSPM_0,0.87,0.88,0.94,0.81,0.91,0.94,0.95,0.55,0.87,0.67,0.55
WSPM_1,1.4,1.17,1.34,1.5,1.87,1.01,1.48,0.55,1.11,1.55,3.39
PM10_0,0.96,0.94,1.02,0.99,1.11,0.89,1.05,0.51,0.82,0.93,3.35
PM10_1,1.06,1.1,1.18,0.93,1.07,1.3,1.17,0.72,1.27,0.7,0.57
PM10_2,1.58,1.28,1.51,1.4,1.59,1.45,1.58,0.87,1.98,1.17,0.44
