,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.36,0.8,0.95,1.46,1.24,0.66,1.08,1.95,1.2,1.44,1.43
TEMP_0,0.89,1.46,1.21,0.79,0.84,1.47,1.08,2.01,1.2,1.42,1.63
PRES_1,1.08,1.31,1.23,0.82,0.98,1.3,1.08,2.02,1.21,1.43,1.58
PRES_0,1.31,0.78,0.72,1.69,1.24,0.62,1.07,1.89,1.18,1.45,1.42
DEWP_1,1.31,0.95,0.99,1.38,1.27,0.64,1.08,1.79,1.16,1.5,1.5
DEWP_0,0.88,1.42,1.22,0.79,0.64,1.61,1.07,2.25,1.27,1.33,1.56
WSPM_0,1.17,1.15,1.08,1.18,1.09,1.07,1.08,1.88,1.19,1.45,1.51
WSPM_1,1.1,1.19,1.11,1.28,0.99,1.34,1.06,2.46,1.29,1.37,2.1
PM10_0,1.16,1.11,1.09,1.18,1.05,1.2,1.07,2.29,1.33,1.24,1.21
PM10_1,1.2,1.18,1.07,1.19,1.12,0.99,1.08,1.65,1.12,1.69,1.47
PM10_2,1.04,1.37,1.13,1.26,1.03,1.04,1.08,0.66,0.47,1.57,3.27
