,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.38,1.03,0.87,1.0,0.73,1.18,1.65,1.19,1.54,1.19
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.47,1.04,0.58,1.0,0.64,1.18,1.67,1.2,1.51,1.15
PRES_0,1.0,,0.93,4.73,1.0,1.91,1.2,1.33,1.06,2.0,1.75
DEWP_0,1.0,0.44,1.03,0.86,1.0,0.66,1.18,1.65,1.19,1.54,1.19
DEWP_1,1.0,,1.04,,1.0,24.42,1.2,,1.02,1.87,
WSPM_0,1.0,0.48,1.03,0.84,1.0,0.55,1.19,1.47,1.15,1.63,1.25
WSPM_1,1.0,,1.03,0.92,1.0,,1.14,2.16,1.31,1.3,1.01
PM10_0,1.0,0.48,1.03,0.74,1.0,0.73,1.17,2.02,1.36,1.27,0.66
PM10_1,1.0,0.53,1.03,1.05,1.0,0.63,1.19,1.27,1.13,2.02,1.3
PM10_2,1.0,,1.02,1.08,1.0,1.01,1.2,0.71,0.52,1.78,3.52
