,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.04,3.79,1.0,18.48,1.16,1.95,1.31,1.85,3.0
TEMP_1,,,,,,,,,,,
PRES_1,0.97,,1.0,3.66,0.97,18.51,1.12,1.89,1.26,1.78,2.9
PRES_0,0.26,,0.27,1.0,0.26,,0.31,0.52,0.34,0.5,0.78
DEWP_0,1.0,,1.04,3.79,1.0,,1.16,1.95,1.31,1.85,2.99
DEWP_1,0.05,,0.05,,,1.0,0.06,,,,
WSPM_0,0.86,,0.89,3.26,0.86,15.89,1.0,1.68,1.13,1.58,2.55
WSPM_1,0.51,,0.53,1.94,0.51,,0.59,1.0,0.66,1.01,1.74
PM10_0,0.77,,0.79,2.97,0.77,,0.88,1.52,1.0,1.41,
PM10_1,0.54,,0.56,2.02,0.54,,0.63,0.99,0.71,1.0,1.6
PM10_2,0.33,,0.34,1.28,0.33,,0.39,0.57,,0.62,1.0
