,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,4.7,1.1,4.94,2.75,5.02,2.63,1.14,49.34,2.98,14.18,808.54
TEMP_0,0.61,6.78,1.76,5.51,1.68,5.5,0.98,43.27,2.47,11.83,1181.24
PRES_0,4.28,2.7,5.15,0.87,4.76,2.77,1.11,46.26,2.79,14.07,902.56
PRES_1,1.78,6.49,0.65,6.14,2.11,5.53,1.01,46.3,2.66,11.92,1131.94
DEWP_1,4.29,2.6,4.71,2.76,5.19,0.78,1.14,38.85,2.77,14.12,874.63
DEWP_0,1.75,6.53,2.1,5.6,0.6,6.1,0.97,52.3,2.68,11.85,1152.98
WSPM_0,5.05,7.84,5.69,6.87,5.92,6.54,1.79,44.81,4.1,21.06,1717.66
WSPM_1,1.43,2.23,1.54,2.05,1.33,2.26,0.29,36.43,1.34,4.88,313.18
PM10_0,3.75,5.6,4.06,5.13,4.08,5.1,1.15,60.16,3.95,6.66,161.52
PM10_1,2.22,3.34,2.55,2.86,2.58,2.81,0.75,24.86,0.83,13.9,451.77
PM10_2,0.38,0.98,0.49,0.8,0.47,0.8,0.18,4.64,0.05,1.36,528.59
