,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.04,,1.0,0.27,1.03,0.06,0.89,0.53,0.79,0.56,0.35
PRES_0,3.79,,3.66,1.0,3.79,,3.26,1.94,2.84,2.08,1.25
DEWP_0,1.0,,0.97,0.26,1.0,,0.86,0.51,0.77,0.54,0.33
DEWP_1,18.48,,17.19,,,1.0,15.89,,,,
WSPM_0,1.16,,1.12,0.31,1.16,0.06,1.0,0.6,0.9,0.62,0.38
WSPM_1,1.95,,1.89,0.52,1.95,,1.68,1.0,1.48,1.12,0.74
PM10_0,1.31,,1.26,0.35,1.3,,1.11,0.68,1.0,0.7,
PM10_1,1.85,,1.79,0.48,1.85,,1.6,0.89,1.42,1.0,0.61
PM10_2,2.99,,2.88,0.8,2.99,,2.6,1.35,,1.63,1.0
