,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.54,2.88,0.84,0.64,0.59,1.32,0.65,1.0,0.71,0.81,1.33
TEMP_0,2.58,0.48,0.54,1.33,0.86,0.55,0.59,0.92,0.67,0.75,0.91
PRES_1,1.03,0.76,0.66,3.68,0.95,0.78,0.77,1.12,0.82,1.0,1.35
PRES_0,0.42,0.94,1.9,0.35,0.42,1.17,0.46,0.81,0.55,0.55,0.8
DEWP_1,0.69,1.14,0.89,0.75,0.62,4.27,0.7,1.53,0.87,0.83,1.24
DEWP_0,0.96,0.45,0.46,1.3,2.68,0.39,0.54,0.59,0.5,0.79,0.93
WSPM_0,1.04,1.07,0.99,1.14,0.96,1.22,0.88,2.33,1.08,1.09,1.51
WSPM_1,0.28,0.29,0.25,0.35,0.39,0.22,0.4,0.18,0.22,0.6,1.58
PM10_0,0.75,0.8,0.7,0.9,0.79,0.74,0.7,0.86,0.58,2.02,
PM10_1,0.52,0.54,0.52,0.54,0.46,0.71,0.44,1.12,1.25,0.37,1.28
PM10_2,0.22,0.17,0.18,0.21,0.18,0.22,0.16,0.58,,0.35,0.1
