,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.99
TEMP_1,,,,,,,,,,,
PRES_1,0.75,,0.71,4.55,0.75,1.02,0.76,0.73,0.72,0.79,0.8
PRES_0,,,,,,,,,,,
DEWP_0,0.99,,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,,0.3,0.27,0.3,0.26,0.24,0.92,0.36,0.24,0.23
WSPM_1,,,,0.01,,,0.01,,,0.02,0.02
PM10_0,0.12,,0.11,0.25,0.12,,0.14,0.08,0.07,0.64,
PM10_1,0.01,,0.01,,0.01,,0.01,0.02,0.04,,0.02
PM10_2,,,,,,,,,,,
