,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,23.43,11.28,4.74,141.59,10.38,20.27,2.19,6788.3,14.18,139.1,26672.15
TEMP_0,7.81,43.3,7.73,41.46,4.51,96.23,2.17,6804.83,13.51,134.19,39422.55
PRES_1,13.16,34.17,8.15,36.3,6.18,76.24,2.17,6895.51,14.03,133.0,33826.7
PRES_0,21.72,11.27,2.3,206.09,10.38,17.09,2.18,6605.73,13.55,144.06,30424.78
DEWP_1,21.07,16.8,5.06,130.59,11.01,15.05,2.21,5522.03,12.89,153.3,33536.67
DEWP_0,8.04,41.73,7.89,36.23,2.14,122.17,2.13,8859.61,15.46,110.07,31237.9
WSPM_0,16.42,25.68,6.07,95.36,7.96,50.62,2.21,5791.02,13.34,143.54,34564.63
WSPM_1,14.24,29.95,6.55,90.19,5.69,86.78,2.01,12646.51,16.95,97.67,21518.05
PM10_0,16.0,25.47,6.26,86.95,7.01,65.96,2.15,9196.52,17.79,91.78,9411.18
PM10_1,16.98,25.96,5.87,103.42,8.66,41.72,2.22,4281.58,10.57,209.49,35336.65
PM10_2,13.1,33.9,6.45,106.26,7.38,50.71,2.21,1150.15,1.55,151.86,172267.12
