,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.98,0.45,1.0,0.17,0.91,0.67,0.85,0.69,0.52
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.04,0.07,1.0,0.14,0.9,0.68,0.88,0.65,0.49
PRES_0,1.0,,0.16,5.48,0.99,,1.02,0.45,0.4,1.23,0.93
DEWP_0,1.0,,0.98,0.44,1.0,,0.91,0.67,0.85,0.69,0.51
DEWP_1,1.0,,0.72,,,40.65,1.04,,,,
WSPM_0,1.0,,0.97,0.5,1.0,0.2,1.13,0.22,0.71,0.85,0.64
WSPM_1,1.0,,1.0,0.3,1.0,,0.29,1.95,1.24,0.23,0.16
PM10_0,1.0,,1.02,0.22,1.0,,0.75,1.0,1.37,0.13,
PM10_1,1.0,,0.93,0.78,1.0,,1.14,0.2,0.16,2.0,0.21
PM10_2,1.0,,0.92,0.82,0.99,,1.16,0.16,,0.28,4.04
