,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.54,0.53,0.82,1.51,1.33,0.35,1.11,2.18,1.23,1.51,0.94
TEMP_0,0.65,1.69,1.29,0.48,0.61,1.59,1.11,2.22,1.19,1.47,1.35
PRES_1,0.96,1.37,1.33,0.49,0.83,1.26,1.11,2.23,1.22,1.47,1.19
PRES_0,1.43,0.49,0.48,2.07,1.32,0.3,1.11,2.13,1.19,1.54,1.01
DEWP_1,1.42,0.73,0.88,1.39,1.39,0.31,1.11,1.89,1.14,1.62,1.12
DEWP_0,0.63,1.63,1.3,0.44,0.36,1.94,1.1,2.7,1.33,1.29,1.15
WSPM_0,1.14,1.05,1.03,1.03,1.03,0.86,1.11,1.99,1.18,1.55,1.17
WSPM_1,0.99,1.19,1.11,1.03,0.78,1.4,1.07,3.4,1.42,1.16,0.93
PM10_0,1.11,1.01,1.05,0.97,0.94,1.09,1.1,2.84,1.48,1.12,0.44
PM10_1,1.18,1.07,1.01,1.09,1.1,0.72,1.12,1.59,1.02,2.06,1.25
PM10_2,0.92,1.45,1.12,1.12,0.93,0.86,1.12,0.45,0.26,1.73,5.16
