,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.22,0.95,0.45,1.0,0.17,0.76,0.38,0.7,0.43,0.4
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.18,0.97,0.76,1.04,0.22,0.79,0.4,0.72,0.45,0.43
PRES_0,3.79,,4.41,0.28,3.78,0.19,2.83,1.43,2.96,1.27,0.97
DEWP_0,1.0,0.19,0.95,0.45,1.0,0.19,0.76,0.38,0.71,0.43,0.4
DEWP_1,18.46,,18.16,,18.43,0.07,15.26,,,6.83,
WSPM_0,1.17,0.17,1.1,0.45,1.16,0.15,0.86,0.52,0.87,0.43,0.37
WSPM_1,1.96,,1.84,1.64,1.95,,1.56,0.54,1.18,1.48,2.8
PM10_0,1.31,0.32,1.23,1.0,1.31,,1.0,0.43,0.78,0.72,1.63
PM10_1,1.85,0.19,1.77,0.49,1.85,0.2,1.38,0.99,1.62,0.56,0.51
PM10_2,2.99,,2.84,1.04,2.99,0.13,2.27,1.41,3.88,1.17,0.36
