,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.3,1.0,0.3,0.86,0.18,0.71,0.4,0.11
PRES_0,1.0,1.0,0.42,1.0,0.3,0.86,0.18,0.71,0.4,0.11
PRES_1,,,,,,,,,,
DEWP_1,1.01,1.01,0.3,1.0,0.37,0.86,0.18,0.71,0.4,0.12
DEWP_0,284.65,284.32,,283.39,1.44,243.39,41.26,191.48,111.13,3.39
WSPM_0,1.17,1.17,0.56,1.17,0.41,1.0,0.21,0.83,0.45,0.13
WSPM_1,6.96,6.96,,6.93,1.03,5.96,1.07,4.86,3.17,0.95
PM10_0,1.49,1.49,0.3,1.49,0.4,1.28,0.26,1.01,0.67,0.31
PM10_1,3.45,3.45,,3.44,1.22,2.95,0.6,2.62,1.03,0.21
PM10_2,113.13,113.0,,112.63,,96.73,20.3,89.94,34.08,1.44
