,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,240.66,1.08,9.9,1.0,154.87,1.42,3.97,1.7,3.47,7.21
TEMP_1,,,,,,,,,,,
PRES_1,0.98,279.29,1.07,6.93,0.99,142.73,1.39,3.96,1.69,3.33,6.88
PRES_0,0.51,,0.44,13.99,0.52,128.64,0.75,1.54,0.69,2.27,4.89
DEWP_0,1.0,274.51,1.08,9.83,1.0,139.06,1.41,3.97,1.7,3.47,7.19
DEWP_1,0.23,,0.25,,0.23,293.57,0.35,,,0.87,
WSPM_0,0.93,287.33,1.0,9.04,0.93,130.33,1.35,3.21,1.52,3.38,6.85
WSPM_1,0.72,,0.77,7.69,0.72,,0.94,3.67,1.33,2.13,5.32
PM10_0,0.88,238.82,0.95,7.39,0.88,,1.21,4.03,1.69,2.42,3.98
PM10_1,0.74,,0.79,8.48,0.74,114.41,1.07,2.24,1.09,3.31,5.16
PM10_2,0.58,,0.61,7.38,0.58,134.92,0.84,1.24,0.43,2.16,8.61
