,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.96,0.16,1.0,0.02,0.87,0.47,0.73,0.49,0.23
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.01,1.0,0.1,1.02,0.02,0.88,0.48,0.75,0.48,0.23
PRES_0,1.95,,1.29,0.96,1.95,,1.77,0.72,1.06,1.22,0.59
DEWP_0,1.0,0.01,0.96,0.16,1.0,0.02,0.87,0.47,0.73,0.49,0.23
DEWP_1,4.3,,3.22,,3.94,0.83,4.1,,,2.57,
WSPM_0,1.08,0.01,1.04,0.18,1.08,0.02,0.99,0.4,0.74,0.56,0.27
WSPM_1,1.4,,1.35,0.22,1.4,,1.0,0.95,1.16,0.54,0.27
PM10_0,1.14,0.01,1.11,0.14,1.14,,0.95,0.64,0.98,0.38,0.13
PM10_1,1.36,,1.29,0.27,1.36,0.03,1.26,0.42,0.73,0.95,0.29
PM10_2,1.73,,1.62,0.38,1.73,0.06,1.6,0.4,0.33,0.83,0.94
