,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.36,0.45,0.75,1.22,1.21,0.29,1.07,1.48,1.1,1.22,0.58
TEMP_0,0.57,1.45,1.19,0.39,0.55,1.31,1.07,1.51,1.06,1.18,0.83
PRES_1,0.84,1.18,1.23,0.39,0.75,1.04,1.07,1.52,1.09,1.18,0.73
PRES_0,1.26,0.42,0.44,1.67,1.2,0.25,1.07,1.45,1.06,1.24,0.62
DEWP_1,1.25,0.62,0.81,1.12,1.26,0.26,1.08,1.29,1.02,1.31,0.69
DEWP_0,0.56,1.4,1.2,0.36,0.32,1.6,1.06,1.84,1.19,1.04,0.71
WSPM_0,1.01,0.9,0.95,0.83,0.94,0.71,1.08,1.36,1.05,1.25,0.72
WSPM_1,0.87,1.03,1.02,0.83,0.71,1.15,1.03,2.32,1.26,0.94,0.57
PM10_0,0.98,0.87,0.96,0.78,0.85,0.9,1.06,1.94,1.32,0.91,0.27
PM10_1,1.04,0.92,0.93,0.88,1.0,0.59,1.08,1.08,0.91,1.66,0.77
PM10_2,0.81,1.25,1.03,0.9,0.85,0.71,1.08,0.3,0.23,1.39,3.18
