,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,1.73,1.02,1.38,1.0,2.08,1.14,1.5,1.15,1.42,1.45
TEMP_1,,,,,,,,,,,
PRES_1,1.0,2.01,1.03,1.01,1.0,1.95,1.13,1.53,1.17,1.39,1.4
PRES_0,1.0,,0.85,3.69,1.0,3.38,1.17,1.14,0.93,1.78,1.92
DEWP_0,1.0,1.94,1.02,1.37,1.0,1.89,1.14,1.5,1.16,1.42,1.44
DEWP_1,1.0,,1.05,,1.0,15.87,1.2,,,1.48,
WSPM_0,1.0,2.2,1.02,1.35,1.0,1.76,1.16,1.34,1.12,1.48,1.47
WSPM_1,1.0,,1.02,1.55,1.0,,1.07,1.89,1.24,1.26,1.56
PM10_0,1.0,1.79,1.03,1.22,1.0,,1.12,1.73,1.29,1.17,0.97
PM10_1,1.0,2.55,1.01,1.56,1.0,2.02,1.16,1.19,1.04,1.8,1.41
PM10_2,1.0,,1.01,1.77,1.0,2.83,1.16,0.8,0.57,1.54,2.88
