,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.99,0.82,1.0,0.65,0.98,0.9,0.96,0.91,0.85
TEMP_1,,,,,,,,,,,
PRES_1,1.02,,0.98,2.05,1.02,0.78,1.0,0.91,0.96,0.95,0.89
PRES_0,1.82,,4.47,0.43,1.83,,1.69,2.0,2.47,1.27,1.14
DEWP_0,1.0,,1.0,0.82,1.0,,0.98,0.9,0.96,0.91,0.85
DEWP_1,3.71,,4.08,,,0.16,3.4,,,,
WSPM_0,1.07,,1.07,0.83,1.07,0.65,0.94,1.7,1.14,0.87,0.8
WSPM_1,1.35,,1.33,1.34,1.35,,2.32,0.72,1.05,2.33,2.5
PM10_0,1.13,,1.1,1.36,1.13,,1.2,0.85,0.86,2.39,
PM10_1,1.32,,1.35,0.8,1.32,,1.16,1.98,2.98,0.71,1.74
PM10_2,1.64,,1.68,1.01,1.64,,1.44,2.51,,2.37,0.5
