,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.4,0.96,0.56,1.0,0.26,0.79,0.47,0.77,0.53,0.52
TEMP_1,,,,,,,,,,,
PRES_1,1.08,0.31,1.0,1.18,1.07,0.34,0.84,0.51,0.81,0.58,0.59
PRES_0,14.39,,21.67,1.06,14.36,1.19,10.93,7.32,14.31,5.15,4.13
DEWP_0,1.0,0.31,0.96,0.56,1.0,0.33,0.79,0.48,0.77,0.53,0.52
DEWP_1,341.47,,335.83,,340.89,1.36,282.18,,,126.27,
WSPM_0,1.35,0.31,1.3,0.65,1.35,0.28,1.01,0.84,1.15,0.6,0.56
WSPM_1,3.83,,3.62,3.96,3.82,,3.47,1.09,2.35,4.08,7.23
PM10_0,1.71,0.44,1.61,1.71,1.71,,1.37,0.64,1.02,1.39,4.38
PM10_1,3.43,,3.38,1.12,3.42,0.49,2.57,2.68,3.86,1.07,1.33
PM10_2,8.97,,8.75,3.39,8.96,0.59,6.92,6.93,19.93,4.21,1.09
