,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.65,1.6,1.41,1.69,1.32,2.12,1.46,2.98,1.87,2.25,8.2
TEMP_0,0.94,2.46,0.94,2.49,1.54,1.05,1.3,2.59,1.71,1.91,8.12
PRES_0,1.62,1.84,1.52,1.27,1.37,2.12,1.49,3.02,1.88,2.31,8.8
PRES_1,0.97,2.28,0.63,2.87,1.49,0.98,1.25,2.53,1.7,1.82,7.3
DEWP_0,1.25,2.44,1.1,2.6,1.77,1.04,1.41,2.95,1.9,2.07,8.63
DEWP_1,1.5,1.42,1.34,1.27,0.87,2.26,1.36,2.64,1.68,2.14,7.59
WSPM_0,1.45,2.19,1.31,2.22,1.48,1.86,1.51,2.85,1.87,2.26,8.65
WSPM_1,1.28,1.8,1.1,1.9,1.36,1.55,1.22,2.78,1.72,1.9,7.61
PM10_0,1.32,2.06,1.15,2.2,1.45,1.62,1.35,2.93,2.06,1.77,6.36
PM10_1,1.35,1.86,1.19,1.86,1.31,1.69,1.34,2.62,1.55,2.3,7.03
PM10_2,0.89,1.34,0.88,1.24,0.91,1.23,0.91,1.42,0.43,1.36,10.93
