,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.94,0.4,1.0,0.13,0.75,0.35,0.68,0.39,0.35
TEMP_1,,,,,,,,,,,
PRES_1,0.93,0.14,0.87,0.55,0.93,0.15,0.7,0.33,0.63,0.37,0.34
PRES_0,0.07,,0.07,0.01,0.07,,0.05,0.02,0.05,0.02,0.02
DEWP_0,1.0,0.16,0.94,0.4,1.0,0.15,0.75,0.35,0.67,0.39,0.35
DEWP_1,,,,,,,,,,,
WSPM_0,0.74,0.09,0.69,0.26,0.74,0.07,0.55,0.29,0.52,0.26,0.21
WSPM_1,0.26,,0.25,0.17,0.26,,0.2,0.07,0.16,0.16,0.32
PM10_0,0.59,0.1,0.55,0.35,0.59,0.47,0.44,0.18,0.35,0.28,0.53
PM10_1,0.29,0.03,0.27,0.07,0.29,0.03,0.22,0.13,0.23,0.09,0.07
PM10_2,0.11,,0.1,0.04,0.11,,0.08,0.05,0.11,0.04,0.01
