,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_1,,,,,,,,,,,
PRES_1,1.08,,1.01,6.54,1.07,1.46,1.08,1.05,1.04,1.14,1.15
PRES_0,14.39,,87.61,1.18,14.56,,12.93,21.24,29.28,8.34,7.86
DEWP_0,1.0,,1.0,1.01,1.0,,1.0,1.0,1.0,1.01,1.01
DEWP_1,341.47,,431.79,,,1.46,299.81,,,,
WSPM_0,1.36,,1.37,1.22,1.36,1.19,1.09,4.2,1.65,1.08,1.07
WSPM_1,3.82,,3.73,5.64,3.82,,11.84,1.31,2.55,12.8,16.07
PM10_0,1.71,,1.64,3.64,1.7,,2.04,1.17,1.06,9.28,
PM10_1,3.43,,3.64,1.93,3.44,,2.78,10.11,18.84,1.19,8.41
PM10_2,8.97,,9.55,5.01,9.05,,7.21,29.29,,22.55,1.15
