,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.34,1.07,1.25,1.08,1.23,0.47,5.87,0.89,2.52,46.37
TEMP_0,0.75,1.0,0.81,0.92,0.8,0.92,0.35,4.41,0.66,1.89,34.75
PRES_0,0.93,1.23,1.0,1.15,1.0,1.15,0.44,5.49,0.83,2.34,42.56
PRES_1,0.81,1.09,0.87,1.0,0.88,0.99,0.38,4.75,0.72,2.05,38.03
DEWP_1,0.93,1.24,1.0,1.14,1.0,1.14,0.44,5.39,0.82,2.34,42.52
DEWP_0,0.81,1.09,0.87,1.01,0.88,1.0,0.39,4.83,0.73,2.05,38.09
WSPM_0,2.1,2.83,2.26,2.61,2.26,2.59,1.0,12.42,1.89,5.25,95.49
WSPM_1,0.17,0.23,0.18,0.21,0.19,0.21,0.08,1.0,0.15,0.46,9.45
PM10_0,1.12,1.5,1.21,1.39,1.22,1.38,0.53,6.8,1.0,2.83,70.68
PM10_1,0.4,0.53,0.42,0.49,0.43,0.49,0.19,2.2,0.36,1.0,17.1
PM10_2,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.11,0.01,0.05,1.0
