,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.69,1.7,1.28,0.61,0.84,2.05,1.1,0.27,0.82,0.58,0.66
TEMP_0,1.62,0.64,0.92,1.65,1.78,0.65,1.17,0.32,0.95,0.6,0.38
PRES_1,1.0,0.67,0.78,1.48,1.19,0.68,1.02,0.28,0.8,0.54,0.42
PRES_0,0.86,2.34,2.3,0.53,1.01,2.97,1.31,0.31,1.0,0.66,0.62
DEWP_1,0.7,1.26,1.15,0.6,0.75,2.26,1.03,0.28,0.83,0.51,0.44
DEWP_0,1.78,0.7,0.99,2.08,3.16,0.57,1.28,0.31,0.93,0.72,0.56
WSPM_0,0.75,0.8,0.88,0.68,0.86,0.89,0.91,0.26,0.73,0.45,0.34
WSPM_1,1.82,1.27,1.64,1.88,2.71,1.07,1.9,0.34,1.23,1.59,4.6
PM10_0,0.92,0.91,1.03,0.94,1.17,0.84,1.09,0.24,0.71,0.69,2.14
PM10_1,1.06,1.18,1.29,0.86,1.14,1.56,1.32,0.43,1.24,0.54,0.37
PM10_2,2.16,1.48,2.01,1.78,2.37,1.84,2.26,0.8,3.27,1.07,0.25
