,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,4.81,1.3,1.56,16.6,2.66,5.65,0.85,169.0,3.06,13.53,651.99
TEMP_0,0.82,6.51,1.93,6.68,1.47,11.13,0.76,148.34,2.63,11.84,774.38
PRES_1,3.64,7.41,2.83,4.24,2.42,13.99,1.05,219.17,3.84,15.93,946.38
PRES_0,2.92,1.84,0.31,14.19,1.76,2.99,0.56,97.28,1.84,9.4,495.39
DEWP_1,4.9,4.44,1.9,18.59,3.31,2.23,1.04,135.9,3.25,17.32,916.37
DEWP_0,1.53,4.85,1.6,4.6,0.33,10.98,0.57,164.52,2.42,7.79,524.36
WSPM_0,5.72,8.26,2.99,21.51,3.76,14.35,1.45,165.76,4.65,22.73,1313.25
WSPM_1,0.99,1.41,0.54,3.25,0.46,3.48,0.15,100.22,1.02,2.39,95.54
PM10_0,3.81,5.33,2.03,13.13,2.19,11.23,0.85,225.19,4.12,5.86,
PM10_1,2.3,3.27,1.15,9.07,1.59,4.93,0.58,55.69,0.81,13.8,294.31
PM10_2,0.51,0.98,0.31,2.25,0.39,1.52,0.15,7.75,,1.43,399.18
