,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.01,0.65,1.0,0.39,1.09,1.1,1.0,1.03,0.76
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.29,1.05,0.25,1.0,0.33,1.08,1.13,1.03,0.98,0.72
PRES_0,1.0,,0.48,5.98,1.0,,1.17,0.74,0.58,1.71,1.33
DEWP_0,1.0,0.27,1.01,0.64,1.0,0.28,1.09,1.1,1.0,1.03,0.76
DEWP_1,1.0,,0.72,,0.84,40.65,1.24,,,1.5,
WSPM_0,1.0,0.34,1.0,0.7,1.0,0.41,1.21,0.68,0.89,1.2,0.89
WSPM_1,1.0,,1.02,0.53,1.0,,0.74,2.28,1.32,0.56,0.4
PM10_0,1.0,0.37,1.03,0.37,1.0,,1.0,1.56,1.41,0.5,0.13
PM10_1,1.0,,0.97,1.04,1.0,0.47,1.21,0.49,0.54,2.14,0.7
PM10_2,1.0,,0.96,1.15,1.0,1.31,1.21,0.33,0.09,1.0,4.15
