,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.23,1.0,0.62,1.0,0.36,1.04,1.0,0.98,0.98,0.75
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.27,1.02,0.46,1.01,0.34,1.04,1.03,1.0,0.97,0.73
PRES_0,1.31,,1.08,2.16,1.31,0.77,1.39,1.0,1.04,1.61,1.3
DEWP_0,1.0,0.26,1.0,0.62,1.0,0.33,1.04,1.01,0.99,0.98,0.75
DEWP_1,1.79,,1.84,,1.79,4.94,1.96,,,1.83,
WSPM_0,1.03,0.3,1.03,0.62,1.03,0.31,1.09,0.92,0.99,1.05,0.78
WSPM_1,1.14,,1.14,0.8,1.14,,1.12,1.44,1.21,1.0,0.92
PM10_0,1.05,0.25,1.06,0.58,1.05,,1.08,1.22,1.16,0.85,0.53
PM10_1,1.13,0.39,1.12,0.79,1.13,0.4,1.2,0.9,1.0,1.4,0.82
PM10_2,1.24,,1.23,0.99,1.24,0.61,1.32,0.67,0.6,1.32,1.86
