,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.13,0.88,1.09,0.69,0.93,1.07,1.12,1.21,1.08,1.13,0.81
TEMP_0,0.88,1.25,0.9,1.15,1.16,0.67,1.17,1.23,1.13,1.15,0.89
PRES_0,1.1,0.92,1.11,0.63,0.93,1.03,1.11,1.19,1.06,1.12,0.8
PRES_1,0.91,1.23,0.78,1.29,1.18,0.65,1.19,1.26,1.18,1.16,0.93
DEWP_0,0.95,1.15,0.92,1.03,1.15,0.65,1.12,1.19,1.1,1.1,0.89
DEWP_1,1.17,0.86,1.15,0.67,0.83,1.22,1.17,1.25,1.11,1.19,0.78
WSPM_0,1.01,1.0,0.98,0.89,0.98,0.9,1.11,1.17,1.06,1.1,0.77
WSPM_1,1.11,1.08,1.1,0.89,1.1,1.0,1.19,1.3,1.18,1.2,1.0
PM10_0,1.04,1.04,1.01,0.92,1.04,0.94,1.15,1.24,1.19,1.08,0.85
PM10_1,1.09,1.05,1.04,0.89,1.03,0.96,1.17,1.25,1.12,1.23,0.75
PM10_2,1.34,1.35,1.41,1.11,1.33,1.22,1.43,1.4,0.77,1.46,1.77
